unit_number,card_type,eponym,name,normal_card_id,rank_max_card_id,normal_unit_navi_asset_id,rank_max_unit_navi_asset_id,rarity,card_color,smile_max,pure_max,cool_max,center_skill_description,skill_effect_type,skill_type_name,skill_lv_8_description,skill_lv_max_description
2071,1,みんなとシャボン玉,松浦果南,6413,6414,3721,3722,3,3,3170,4230,4980,クールPが6%UPする,9,体力回復,リズムアイコン22個ごとに47%の確率で体力が5回復する,リズムアイコン22個ごとに47%の確率で体力が8回復する
2072,1,シャボン玉のコツ♪,黒澤ダイヤ,6415,6416,3723,3724,3,3,4260,3130,4890,クールPが6%UPする,11,SCOREアップ,PERFECTを23回達成するごとに57%の確率でスコアが775増える,PERFECTを23回達成するごとに57%の確率でスコアが1225増える
2073,1,ルビィのアイディア♪,黒澤ルビィ,6417,6418,3725,3726,3,2,4260,4980,3140,ピュアPが6%UPする,9,体力回復,リズムアイコン26個ごとに50%の確率で体力が6回復する,リズムアイコン26個ごとに50%の確率で体力が9回復する
2074,1,壊れやすきもの,津島善子,6419,6420,3727,3728,5,1,5140,3400,4410,スマイルPが7%UPする＋AqoursのメンバーはさらにスマイルPが1%UPする,5,判定強化・大,リズムアイコン28個ごとに75%の確率で判定が8.5秒間強化される,リズムアイコン28個ごとに75%の確率で判定が16.1秒間強化される
2075,1,シャボン玉に誘われて,小原鞠莉,6421,6422,3729,3730,4,2,4610,5290,4010,スマイルPの12%分ピュアPがUPする＋3年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン18個ごとに67%の確率でスコアが2560増える,リズムアイコン18個ごとに67%の確率でスコアが8165増える
2076,1,None,クリスティーナ,6423,6424,3731,3732,1,3,690,540,1850,,,,,
2077,1,あした天気になあれ,星空凛,6425,6426,3733,3734,3,2,3270,4810,4090,ピュアPが6%UPする,2400,パラメータシンクロ,リズムアイコン27個ごとに74%の確率で7秒間μ's1年生のいずれかと同じ属性Pになる,リズムアイコン27個ごとに74%の確率で8.5秒間μ's1年生のいずれかと同じ属性Pになる
2078,1,夢いっぱい天の川,矢澤にこ,6427,6428,3735,3736,3,1,4740,3850,3580,スマイルPが6%UPする,11,SCOREアップ,コンボ29を達成するごとに55%の確率でスコアが920増える,コンボ29を達成するごとに55%の確率でスコアが1430増える
2079,1,色とりどり花火,東條希,6429,6430,3737,3738,3,1,4900,4220,3170,スマイルPが6%UPする,11,SCOREアップ,コンボ26を達成するごとに54%の確率でスコアが895増える,コンボ26を達成するごとに54%の確率でスコアが1390増える
2080,1,ビー玉ころころ,小泉花陽,6431,6432,3739,3740,4,2,4500,5310,4100,ピュアPが9%UPする＋PrintempsのメンバーはさらにピュアPが6%UPする,5,判定強化・大,リズムアイコン24個ごとに79%の確率で判定が7秒間強化される,リズムアイコン24個ごとに79%の確率で判定が16.9秒間強化される
2081,5,バースデーラグナロク,津島善子,6433,6433,3741,3741,4,3,4470,4110,5330,クールPが9%UPする＋1年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン22個ごとに63%の確率でスコアが3450増える,リズムアイコン22個ごとに63%の確率でスコアが10935増える
2082,3,今日はなんの日？,津島善子,6434,6434,3742,3742,4,3,3180,4790,4890,クールPが3%UPする,11,SCOREアップ,リズムアイコン25個ごとに50%の確率でスコアが755増える,リズムアイコン25個ごとに50%の確率でスコアが2310増える
2083,1,None,設楽ふみ,6435,6436,3743,3744,1,3,1050,640,2610,,,,,
2084,1,シャボン玉のメロディ,桜内梨子,6437,6438,3745,3746,3,3,4260,3150,4960,クールPが6%UPする,5,判定強化・大,リズムアイコン26個ごとに69%の確率で判定が6.5秒間強化される,リズムアイコン26個ごとに69%の確率で判定が9.3秒間強化される
2085,1,シャボン玉シャワー,国木田花丸,6439,6440,3747,3748,3,1,4920,4300,3080,スマイルPが6%UPする,11,SCOREアップ,リズムアイコン27個ごとに59%の確率でスコアが750増える,リズムアイコン27個ごとに59%の確率でスコアが1130増える
2086,1,一緒に飛ばそう♪,高海千歌,6441,6442,3749,3750,5,2,4410,5140,3400,ピュアPが7%UPする＋AqoursのメンバーはさらにピュアPが1%UPする,5,判定強化・大,リズムアイコン25個ごとに67%の確率で判定が8秒間強化される,リズムアイコン25個ごとに67%の確率で判定が16.6秒間強化される
2087,1,あなたとシャボン玉,渡辺曜,6443,6444,3751,3752,4,1,5340,4670,3940,ピュアPの12%分スマイルPがUPする＋2年生のメンバーはさらにスマイルPが6%UPする,9,体力回復,リズムアイコン22個ごとに67%の確率で体力が8回復する,リズムアイコン22個ごとに67%の確率で体力が24回復する
2088,1,None,福原命,6445,6446,3753,3754,1,3,680,1210,2410,,,,,
2089,1,帽子とワンピース,黒澤ダイヤ,6447,6448,3755,3756,3,2,3920,4670,3570,ピュアPが6%UPする,2600,パラメータアップ,リズムアイコン30個ごとに30%の確率で3秒間Aqours3年生の属性Pが19%UPする,リズムアイコン30個ごとに30%の確率で3秒間Aqours3年生の属性Pが33%UPする
2090,1,内浦の浜辺,渡辺曜,6449,6450,3757,3758,3,3,3920,3490,4760,クールPが6%UPする,11,SCOREアップ,コンボ27を達成するごとに51%の確率でスコアが885増える,コンボ27を達成するごとに51%の確率でスコアが1445増える
2091,3,全力ライブ,高海千歌,6451,6451,3759,3759,5,1,4980,4350,3040,スマイルPが7%UPする＋AqoursのメンバーはさらにスマイルPが1%UPする,5,判定強化・大,リズムアイコン23個ごとに57%の確率で判定が7秒間強化される,リズムアイコン23個ごとに57%の確率で判定が13.1秒間強化される
2092,3,音を繋いで,桜内梨子,6452,6452,3760,3760,5,3,4330,3030,4920,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,11,SCOREアップ,PERFECTを27回達成するごとに58%の確率でスコアが925増える,PERFECTを27回達成するごとに58%の確率でスコアが2140増える
2093,3,Aqoursのこれから,松浦果南,6453,6453,3761,3761,5,2,3030,4940,4330,ピュアPが7%UPする＋AqoursのメンバーはさらにピュアPが1%UPする,11,SCOREアップ,リズムアイコン21個ごとに45%の確率でスコアが730増える,リズムアイコン21個ごとに45%の確率でスコアが1750増える
2094,3,バーニングクイズ,黒澤ダイヤ,6454,6454,3762,3762,5,3,4350,3040,4980,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,5,判定強化・大,リズムアイコン23個ごとに65%の確率で判定が6秒間強化される,リズムアイコン23個ごとに65%の確率で判定が11.6秒間強化される
2095,3,波に乗って,渡辺曜,6455,6455,3763,3763,5,2,3040,4980,4360,ピュアPが7%UPする＋AqoursのメンバーはさらにピュアPが1%UPする,9,体力回復,リズムアイコン31個ごとに65%の確率で体力が6回復する,リズムアイコン31個ごとに65%の確率で体力が13回復する
2096,3,占い師ヨハネの福音,津島善子,6456,6456,3764,3764,5,3,4360,3040,4980,クールPが7%UPする＋AqoursのメンバーはさらにクールPが1%UPする,9,体力回復,リズムアイコン19個ごとに34%の確率で体力が7回復する,リズムアイコン19個ごとに34%の確率で体力が15回復する
2097,3,お揃いのハナマル,国木田花丸,6457,6457,3765,3765,5,1,4930,4330,3030,スマイルPが7%UPする＋AqoursのメンバーはさらにスマイルPが1%UPする,11,SCOREアップ,コンボ22を達成するごとに48%の確率でスコアが895増える,コンボ22を達成するごとに48%の確率でスコアが2085増える
2098,3,パーフェクトプラン,小原鞠莉,6458,6458,3766,3766,5,1,4980,3040,4360,スマイルPが7%UPする＋AqoursのメンバーはさらにスマイルPが1%UPする,9,体力回復,リズムアイコン23個ごとに47%の確率で体力が6回復する,リズムアイコン23個ごとに47%の確率で体力が13回復する
2099,3,ルビィのクイズ,黒澤ルビィ,6459,6459,3767,3767,5,2,3040,4980,4350,ピュアPが7%UPする＋AqoursのメンバーはさらにピュアPが1%UPする,5,判定強化・大,リズムアイコン28個ごとに72%の確率で判定が6.5秒間強化される,リズムアイコン28個ごとに72%の確率で判定が12.8秒間強化される
2100,5,エールを受けて,矢澤にこ,6460,6460,3768,3768,4,2,4700,5330,3860,ピュアPが9%UPする＋3年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,PERFECTを25回達成するごとに70%の確率でスコアが3685増える,PERFECTを25回達成するごとに70%の確率でスコアが11590増える
2101,3,内緒で逆サプライズ,矢澤にこ,6461,6461,3769,3769,4,1,4880,4520,3450,スマイルPが3%UPする,11,SCOREアップ,コンボ28を達成するごとに46%の確率でスコアが985増える,コンボ28を達成するごとに46%の確率でスコアが3110増える
2102,1,光る水しぶき,園田海未,6462,6463,3770,3771,3,2,3120,4880,4280,ピュアPが6%UPする,11,SCOREアップ,PERFECTを19回達成するごとに58%の確率でスコアが660増える,PERFECTを19回達成するごとに58%の確率でスコアが990増える
2103,1,思いっきり弾いて！,高坂穂乃果,6464,6465,3772,3773,5,3,4390,3380,5180,クールPが7%UPする＋PrintempsのメンバーはさらにクールPが2%UPする,9,体力回復,リズムアイコン28個ごとに72%の確率で体力が6回復する,リズムアイコン28個ごとに72%の確率で体力が15回復する
2104,5,想いを伝えて,高海千歌,6466,6466,3774,3774,4,1,5330,4110,4470,スマイルPが9%UPする＋2年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン24個ごとに68%の確率でスコアが3500増える,リズムアイコン24個ごとに68%の確率でスコアが11040増える
2105,1,None,イザベラ,6467,6468,3775,3776,1,1,2350,750,500,,,,,
2106,1,宝探しを一緒に,高海千歌,6469,6470,3777,3778,3,3,4260,3150,4960,クールPが6%UPする,5,判定強化・大,リズムアイコン25個ごとに57%の確率で判定が7.5秒間強化される,リズムアイコン25個ごとに57%の確率で判定が10.8秒間強化される
2107,1,プールサイドの誘惑,国木田花丸,6471,6472,3779,3780,3,3,4250,3130,4910,クールPが6%UPする,11,SCOREアップ,コンボ29を達成するごとに56%の確率でスコアが970増える,コンボ29を達成するごとに56%の確率でスコアが1495増える
2108,1,私たちに溺れて♪,小原鞠莉,6473,6474,3781,3782,3,1,4920,4300,3080,スマイルPが6%UPする,11,SCOREアップ,リズムアイコン17個ごとに58%の確率でスコアが480増える,リズムアイコン17個ごとに58%の確率でスコアが725増える
2109,1,こだわりを探して,渡辺曜,6475,6476,3783,3784,5,2,4380,5180,3390,ピュアPが7%UPする＋CYaRon！のメンバーはさらにピュアPが2%UPする,9,体力回復,リズムアイコン27個ごとに60%の確率で体力が7回復する,リズムアイコン27個ごとに60%の確率で体力が17回復する
2110,1,準備運動は入念に,黒澤ダイヤ,6477,6478,3785,3786,4,2,4080,5330,4490,クールPの12%分ピュアPがUPする＋3年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,コンボ19を達成するごとに68%の確率でスコアが2730増える,コンボ19を達成するごとに68%の確率でスコアが8580増える
2111,5,ミュージックスタート,高坂穂乃果,6479,6479,3787,3787,4,2,4700,5330,3860,ピュアPが9%UPする＋2年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,PERFECTを22回達成するごとに68%の確率でスコアが3330増える,PERFECTを22回達成するごとに68%の確率でスコアが10510増える
2112,1,None,田中さち子,6482,6483,3790,3791,1,1,2460,820,540,,,,,
2113,1,貝の色、海の音,園田海未,6484,6485,3792,3793,3,2,4090,4810,3270,ピュアPが6%UPする,2400,パラメータシンクロ,リズムアイコン23個ごとに62%の確率で7秒間lily whiteのいずれかと同じ属性Pになる,リズムアイコン23個ごとに62%の確率で8.5秒間lily whiteのいずれかと同じ属性Pになる
2114,1,輝きの海に,西木野真姫,6486,6487,3794,3795,3,3,3950,3410,4820,クールPが6%UPする,5,判定強化・大,リズムアイコン27個ごとに60%の確率で判定が7秒間強化される,リズムアイコン27個ごとに60%の確率で判定が10.8秒間強化される
2115,5,可愛さを引き出して,高坂穂乃果,6488,6488,3796,3796,4,1,5340,3930,4630,スマイルPが9%UPする＋2年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,コンボ26を達成するごとに61%の確率でスコアが4190増える,コンボ26を達成するごとに61%の確率でスコアが13230増える
2116,5,キミとクルーズ,絢瀬絵里,6489,6489,3797,3797,4,3,3930,4630,5340,クールPが9%UPする＋3年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,コンボ28を達成するごとに69%の確率でスコアが3990増える,コンボ28を達成するごとに69%の確率でスコアが12595増える
